Employee_ID,Attrition_rate
EID_13159,0.168
EID_13171,0.15
EID_8374,0.19
EID_9838,0.194
EID_18489,0.177
EID_17451,0.186
EID_7269,0.209
EID_20548,0.218
EID_9466,0.184
EID_16085,0.205
EID_24082,0.294
EID_5078,0.202
EID_23951,0.247
EID_8327,0.177
EID_5904,0.212
EID_11085,0.155
EID_21437,0.204
EID_7471,0.183
EID_12046,0.172
EID_18653,0.217
EID_14175,0.201
EID_5514,0.163
EID_20148,0.2
EID_14260,0.175
EID_15574,0.202
EID_7287,0.165
EID_18889,0.215
EID_13106,0.177
EID_15448,0.173
EID_25897,0.198
EID_23758,0.207
EID_23208,0.181
EID_13646,0.15
EID_5467,0.19
EID_6022,0.192
EID_10923,0.184
EID_10408,0.168
EID_4186,0.159
EID_22022,0.162
EID_16390,0.201
EID_19493,0.177
EID_12519,0.172
EID_23549,0.196
EID_17612,0.234
EID_25007,0.177
EID_1949,0.247
EID_23313,0.218
EID_22516,0.209
EID_21836,0.233
EID_7268,0.207
EID_8202,0.168
EID_6613,0.201
EID_2596,0.198
EID_19849,0.202
EID_11546,0.186
EID_3942,0.181
EID_7899,0.204
EID_4802,0.177
EID_6725,0.163
EID_3835,0.179
EID_9511,0.174
EID_5757,0.181
EID_24838,0.168
EID_15225,0.218
EID_8238,0.221
EID_2826,0.192
EID_20774,0.171
EID_19311,0.167
EID_12339,0.185
EID_1583,0.198
EID_1033,0.185
EID_10764,0.178
EID_17203,0.196
EID_1345,0.168
EID_4951,0.198
EID_16956,0.261
EID_9203,0.206
EID_7021,0.162
EID_8707,0.225
EID_5209,0.195
EID_20428,0.204
EID_10913,0.205
EID_11507,0.164
EID_3693,0.217
EID_22857,0.195
EID_18744,0.168
EID_19600,0.207
EID_21336,0.173
EID_17676,0.203
EID_1678,0.195
EID_4889,0.192
EID_9961,0.238
EID_23386,0.204
EID_19835,0.212
EID_9519,0.189
EID_5449,0.198
EID_20640,0.186
EID_16387,0.173
EID_20293,0.196
EID_2296,0.163
EID_11827,0.176
EID_21522,0.209
EID_2767,0.2
EID_2873,0.179
EID_2603,0.179
EID_2674,0.166
EID_23682,0.162
EID_13310,0.223
EID_6523,0.155
EID_13056,0.233
EID_7244,0.258
EID_1072,0.16
EID_25833,0.196
EID_11244,0.169
EID_22918,0.212
EID_16735,0.219
EID_4201,0.171
EID_5998,0.217
EID_19254,0.177
EID_16653,0.205
EID_11729,0.2
EID_19573,0.195
EID_21463,0.18
EID_5899,0.173
EID_23613,0.189
EID_8609,0.174
EID_2660,0.159
EID_1333,0.222
EID_3212,0.217
EID_7830,0.204
EID_4372,0.18
EID_15955,0.197
EID_22059,0.178
EID_22804,0.186
EID_4700,0.187
EID_14401,0.184
EID_19971,0.181
EID_10684,0.17
EID_21512,0.17
EID_16722,0.205
EID_16012,0.175
EID_19093,0.217
EID_25636,0.196
EID_10567,0.197
EID_11601,0.216
EID_25697,0.196
EID_22131,0.198
EID_8511,0.175
EID_18114,0.183
EID_12784,0.178
EID_12820,0.172
EID_4512,0.176
EID_5837,0.165
EID_12564,0.178
EID_16737,0.167
EID_25986,0.222
EID_8729,0.21
EID_4386,0.156
EID_5223,0.178
EID_1494,0.225
EID_22699,0.188
EID_1083,0.164
EID_1329,0.193
EID_3550,0.205
EID_18845,0.205
EID_17946,0.244
EID_1712,0.195
EID_12024,0.21
EID_2974,0.18
EID_12806,0.179
EID_10396,0.183
EID_3998,0.172
EID_22451,0.162
EID_12242,0.175
EID_18599,0.179
EID_9423,0.173
EID_25347,0.182
EID_20183,0.199
EID_18079,0.182
EID_10059,0.247
EID_1322,0.185
EID_18109,0.212
EID_7325,0.183
EID_6000,0.203
EID_10760,0.174
EID_24380,0.197
EID_7070,0.215
EID_2796,0.193
EID_18860,0.176
EID_13597,0.175
EID_6858,0.161
EID_14987,0.223
EID_8902,0.223
EID_9453,0.177
EID_20605,0.199
EID_16020,0.2
EID_6335,0.203
EID_1317,0.239
EID_5575,0.168
EID_17433,0.208
EID_6238,0.18
EID_10734,0.198
EID_7661,0.184
EID_9281,0.142
EID_19259,0.223
EID_9544,0.221
EID_2572,0.189
EID_12706,0.161
EID_20500,0.193
EID_19258,0.182
EID_15915,0.219
EID_25265,0.218
EID_16567,0.272
EID_19553,0.178
EID_25403,0.183
EID_10354,0.183
EID_19522,0.171
EID_20132,0.202
EID_3363,0.195
EID_15253,0.192
EID_8368,0.184
EID_3883,0.162
EID_7323,0.152
EID_16203,0.207
EID_9080,0.188
EID_12266,0.189
EID_13777,0.126
EID_24876,0.173
EID_11961,0.238
EID_25871,0.167
EID_3563,0.204
EID_3377,0.161
EID_19924,0.17
EID_4070,0.169
EID_7727,0.169
EID_2253,0.16
EID_5056,0.182
EID_16751,0.186
EID_2105,0.211
EID_14078,0.162
EID_18779,0.196
EID_2218,0.163
EID_6130,0.186
EID_21722,0.204
EID_17748,0.176
EID_21322,0.193
EID_6016,0.173
EID_20480,0.163
EID_18843,0.22
EID_7336,0.203
EID_4455,0.218
EID_15206,0.216
EID_15582,0.155
EID_22381,0.166
EID_22606,0.183
EID_12159,0.188
EID_10027,0.179
EID_4107,0.165
EID_18932,0.215
EID_1321,0.188
EID_7759,0.176
EID_21961,0.17
EID_15289,0.198
EID_23069,0.198
EID_17187,0.206
EID_25372,0.138
EID_9787,0.205
EID_9797,0.185
EID_10831,0.202
EID_24620,0.188
EID_8715,0.224
EID_13459,0.167
EID_14031,0.194
EID_14541,0.182
EID_12395,0.222
EID_7150,0.177
EID_14422,0.207
EID_19060,0.196
EID_9338,0.155
EID_21042,0.205
EID_8011,0.185
EID_8102,0.175
EID_11068,0.172
EID_15461,0.193
EID_18509,0.205
EID_5796,0.195
EID_19905,0.189
EID_21609,0.196
EID_14873,0.206
EID_8033,0.189
EID_21354,0.212
EID_16377,0.183
EID_10566,0.193
EID_4791,0.179
EID_20944,0.187
EID_24913,0.201
EID_3868,0.251
EID_10611,0.153
EID_21702,0.192
EID_9472,0.158
EID_10746,0.185
EID_17717,0.228
EID_18535,0.226
EID_23706,0.16
EID_7039,0.169
EID_23797,0.196
EID_1574,0.161
EID_5931,0.177
EID_6468,0.193
EID_15805,0.168
EID_2988,0.213
EID_21966,0.204
EID_16571,0.181
EID_10082,0.188
EID_8359,0.185
EID_3200,0.226
EID_2206,0.193
EID_14234,0.196
EID_12498,0.211
EID_12009,0.202
EID_12486,0.199
EID_2679,0.184
EID_25329,0.178
EID_18268,0.188
EID_18253,0.189
EID_11915,0.185
EID_2503,0.185
EID_22110,0.179
EID_9344,0.231
EID_17568,0.21
EID_1445,0.188
EID_12971,0.219
EID_14129,0.185
EID_22888,0.19
EID_17510,0.179
EID_11722,0.21
EID_18542,0.212
EID_13158,0.211
EID_2810,0.161
EID_16559,0.197
EID_1124,0.242
EID_2137,0.204
EID_13145,0.211
EID_14181,0.196
EID_24695,0.152
EID_21367,0.198
EID_13213,0.196
EID_15852,0.165
EID_9531,0.214
EID_6197,0.158
EID_20012,0.177
EID_10381,0.263
EID_9136,0.173
EID_12063,0.236
EID_22318,0.194
EID_24047,0.204
EID_5834,0.177
EID_4763,0.164
EID_24096,0.19
EID_13825,0.183
EID_14326,0.164
EID_10111,0.13
EID_23362,0.186
EID_8682,0.206
EID_18727,0.147
EID_20725,0.213
EID_15976,0.173
EID_17626,0.201
EID_13302,0.143
EID_11333,0.201
EID_12305,0.189
EID_4987,0.194
EID_12132,0.176
EID_14163,0.153
EID_15666,0.177
EID_19257,0.172
EID_1591,0.246
EID_5610,0.203
EID_4835,0.205
EID_5060,0.214
EID_15897,0.172
EID_9771,0.171
EID_11486,0.198
EID_14583,0.186
EID_17832,0.188
EID_6876,0.182
EID_18560,0.214
EID_1091,0.177
EID_3837,0.188
EID_8508,0.22
EID_23640,0.182
EID_13280,0.224
EID_3352,0.205
EID_13404,0.193
EID_23565,0.208
EID_24526,0.194
EID_9254,0.192
EID_8916,0.166
EID_15227,0.18
EID_11672,0.194
EID_8926,0.168
EID_25125,0.203
EID_3170,0.149
EID_24612,0.184
EID_23932,0.161
EID_11554,0.164
EID_19854,0.16
EID_16362,0.198
EID_13195,0.23
EID_25559,0.192
EID_18526,0.191
EID_23226,0.187
EID_5873,0.193
EID_11286,0.195
EID_7573,0.197
EID_11669,0.195
EID_12639,0.191
EID_12309,0.195
EID_17566,0.185
EID_3644,0.214
EID_9921,0.173
EID_14703,0.163
EID_19366,0.224
EID_12449,0.211
EID_24591,0.177
EID_4698,0.158
EID_17657,0.181
EID_24446,0.211
EID_18528,0.189
EID_8868,0.133
EID_5820,0.186
EID_24215,0.195
EID_19176,0.177
EID_6578,0.169
EID_9672,0.175
EID_10702,0.218
EID_4741,0.168
EID_24067,0.186
EID_2416,0.181
EID_12089,0.182
EID_8392,0.198
EID_16766,0.207
EID_23137,0.198
EID_24704,0.181
EID_13184,0.199
EID_21642,0.182
EID_8050,0.186
EID_20432,0.198
EID_14456,0.208
EID_7769,0.169
EID_14077,0.175
EID_17805,0.166
EID_14927,0.219
EID_7995,0.185
EID_2297,0.21
EID_7960,0.192
EID_9481,0.21
EID_2781,0.193
EID_25571,0.168
EID_12462,0.213
EID_17761,0.18
EID_22310,0.196
EID_15161,0.22
EID_3361,0.187
EID_2166,0.193
EID_1515,0.202
EID_13787,0.213
EID_23496,0.191
EID_7820,0.172
EID_14433,0.19
EID_9405,0.194
EID_4195,0.204
EID_24190,0.163
EID_20400,0.253
EID_16111,0.178
EID_5502,0.202
EID_17381,0.175
EID_22435,0.185
EID_3060,0.175
EID_19197,0.196
EID_13311,0.194
EID_14282,0.187
EID_5849,0.212
EID_19845,0.192
EID_6965,0.192
EID_5048,0.187
EID_13766,0.179
EID_22269,0.184
EID_4363,0.175
EID_12215,0.201
EID_14479,0.169
EID_7348,0.158
EID_25664,0.176
EID_4940,0.199
EID_6877,0.186
EID_8337,0.207
EID_1775,0.165
EID_13938,0.157
EID_12735,0.206
EID_16138,0.176
EID_18586,0.251
EID_16650,0.188
EID_18259,0.183
EID_19144,0.21
EID_4483,0.151
EID_10929,0.175
EID_19882,0.186
EID_3779,0.269
EID_18678,0.185
EID_7168,0.17
EID_23279,0.167
EID_17008,0.173
EID_2795,0.149
EID_1833,0.183
EID_21026,0.195
EID_20322,0.185
EID_10026,0.183
EID_7742,0.21
EID_21792,0.218
EID_14341,0.201
EID_24634,0.187
EID_3379,0.173
EID_20627,0.206
EID_8572,0.175
EID_15104,0.182
EID_12426,0.204
EID_17588,0.225
EID_20961,0.187
EID_23260,0.179
EID_7213,0.216
EID_11851,0.163
EID_5696,0.19
EID_23011,0.147
EID_2035,0.177
EID_22461,0.206
EID_23215,0.224
EID_6913,0.198
EID_5739,0.186
EID_19814,0.234
EID_20320,0.178
EID_2043,0.141
EID_21992,0.183
EID_9324,0.159
EID_3863,0.182
EID_7513,0.184
EID_11120,0.241
EID_6548,0.203
EID_23957,0.174
EID_11408,0.224
EID_24638,0.175
EID_3908,0.221
EID_17023,0.183
EID_10902,0.179
EID_3543,0.225
EID_3633,0.145
EID_3394,0.171
EID_8619,0.192
EID_13424,0.186
EID_15405,0.182
EID_21727,0.187
EID_18916,0.173
EID_3335,0.205
EID_2811,0.172
EID_8620,0.17
EID_3249,0.19
EID_22140,0.146
EID_18934,0.19
EID_24271,0.192
EID_2164,0.161
EID_22961,0.174
EID_25318,0.176
EID_23064,0.178
EID_1056,0.24
EID_4389,0.178
EID_6949,0.162
EID_16133,0.236
EID_8023,0.25
EID_19426,0.17
EID_12895,0.188
EID_17667,0.212
EID_14826,0.166
EID_8807,0.174
EID_13977,0.194
EID_11167,0.187
EID_22535,0.189
EID_5357,0.183
EID_1450,0.21
EID_24647,0.183
EID_1516,0.273
EID_10122,0.174
EID_2423,0.193
EID_4276,0.162
EID_10610,0.187
EID_5840,0.178
EID_19117,0.226
EID_1753,0.218
EID_11679,0.197
EID_12425,0.188
EID_21118,0.182
EID_1348,0.151
EID_3143,0.222
EID_12153,0.185
EID_22834,0.194
EID_14978,0.142
EID_23361,0.204
EID_5207,0.163
EID_8395,0.244
EID_2440,0.181
EID_14196,0.195
EID_16684,0.203
EID_22520,0.192
EID_14689,0.187
EID_22890,0.166
EID_18695,0.196
EID_1275,0.159
EID_6033,0.173
EID_25616,0.236
EID_6190,0.184
EID_2964,0.184
EID_24869,0.182
EID_3319,0.177
EID_15857,0.185
EID_4615,0.208
EID_23926,0.179
EID_15506,0.2
EID_4168,0.189
EID_23593,0.217
EID_3108,0.162
EID_22846,0.21
EID_12618,0.183
EID_20341,0.209
EID_15441,0.238
EID_20278,0.204
EID_19511,0.177
EID_7832,0.167
EID_7775,0.163
EID_9409,0.16
EID_11483,0.194
EID_6657,0.177
EID_10338,0.194
EID_7683,0.176
EID_11854,0.221
EID_17102,0.186
EID_9882,0.175
EID_19326,0.247
EID_1670,0.15
EID_17455,0.203
EID_24867,0.192
EID_22972,0.162
EID_4679,0.175
EID_7172,0.243
EID_7401,0.197
EID_13199,0.218
EID_12244,0.224
EID_12771,0.167
EID_7230,0.188
EID_19736,0.21
EID_2755,0.172
EID_19126,0.141
EID_20949,0.223
EID_4573,0.182
EID_23671,0.2
EID_11580,0.18
EID_15600,0.154
EID_17577,0.189
EID_6773,0.162
EID_9565,0.188
EID_13401,0.192
EID_17438,0.176
EID_7604,0.17
EID_1215,0.186
EID_24765,0.193
EID_2084,0.175
EID_17898,0.24
EID_9752,0.195
EID_19867,0.21
EID_5430,0.156
EID_22617,0.189
EID_23590,0.188
EID_11131,0.165
EID_1623,0.187
EID_25390,0.176
EID_23316,0.184
EID_11595,0.191
EID_10827,0.232
EID_14787,0.196
EID_18290,0.181
EID_17889,0.245
EID_7936,0.142
EID_12044,0.184
EID_8205,0.19
EID_22950,0.171
EID_4965,0.184
EID_24073,0.207
EID_4946,0.176
EID_14618,0.181
EID_17692,0.188
EID_23220,0.239
EID_24364,0.188
EID_20216,0.166
EID_24865,0.23
EID_11009,0.193
EID_6889,0.182
EID_10375,0.183
EID_11917,0.221
EID_25323,0.18
EID_21841,0.2
EID_25278,0.189
EID_17857,0.185
EID_2991,0.199
EID_23822,0.163
EID_12098,0.154
EID_14665,0.209
EID_25373,0.186
EID_22143,0.205
EID_4000,0.157
EID_2951,0.171
EID_8610,0.176
EID_6998,0.174
EID_21972,0.198
EID_3582,0.185
EID_18220,0.2
EID_12381,0.159
EID_15689,0.191
EID_12239,0.214
EID_3987,0.184
EID_20164,0.2
EID_1654,0.26
EID_25583,0.182
EID_22736,0.199
EID_22169,0.194
EID_9495,0.178
EID_2465,0.201
EID_1659,0.193
EID_4509,0.172
EID_15264,0.16
EID_9494,0.221
EID_23657,0.201
EID_10376,0.196
EID_25277,0.214
EID_15121,0.182
EID_14760,0.245
EID_9160,0.216
EID_18574,0.195
EID_2977,0.2
EID_4745,0.175
EID_6762,0.208
EID_2682,0.169
EID_19172,0.252
EID_1013,0.206
EID_1242,0.243
EID_10336,0.172
EID_11247,0.169
EID_4631,0.203
EID_21660,0.171
EID_6752,0.183
EID_14409,0.168
EID_21720,0.238
EID_14495,0.2
EID_15348,0.169
EID_9610,0.192
EID_10629,0.205
EID_10182,0.226
EID_10598,0.195
EID_11065,0.195
EID_16129,0.236
EID_15572,0.252
EID_21059,0.188
EID_7812,0.197
EID_15162,0.271
EID_6911,0.157
EID_17591,0.191
EID_22638,0.158
EID_3217,0.184
EID_10116,0.184
EID_23199,0.186
EID_18844,0.229
EID_19931,0.219
EID_22215,0.202
EID_14623,0.178
EID_7884,0.18
EID_3197,0.184
EID_11291,0.192
EID_3320,0.188
EID_12585,0.18
EID_13592,0.203
EID_11264,0.23
EID_6997,0.189
EID_2327,0.218
EID_9340,0.19
EID_14544,0.168
EID_13055,0.185
EID_14014,0.238
EID_7429,0.215
EID_19008,0.175
EID_14283,0.187
EID_10882,0.208
EID_5194,0.161
EID_23844,0.241
EID_22628,0.21
EID_10033,0.249
EID_13281,0.202
EID_23871,0.163
EID_3621,0.183
EID_12968,0.227
EID_5819,0.183
EID_6694,0.192
EID_17656,0.19
EID_8888,0.232
EID_14552,0.168
EID_15342,0.243
EID_7728,0.196
EID_10331,0.2
EID_5479,0.187
EID_25526,0.22
EID_12348,0.174
EID_6196,0.187
EID_3619,0.204
EID_11280,0.188
EID_18119,0.174
EID_18058,0.224
EID_20911,0.184
EID_19840,0.2
EID_11808,0.223
EID_16265,0.164
EID_25976,0.18
EID_3872,0.188
EID_23029,0.192
EID_11745,0.191
EID_9556,0.174
EID_19748,0.22
EID_23253,0.179
EID_16237,0.153
EID_11694,0.217
EID_12824,0.202
EID_12797,0.2
EID_3524,0.214
EID_10559,0.178
EID_22844,0.216
EID_22281,0.172
EID_9535,0.188
EID_1642,0.145
EID_17630,0.195
EID_15083,0.201
EID_2690,0.169
EID_12199,0.167
EID_3449,0.178
EID_12097,0.211
EID_23272,0.19
EID_6890,0.163
EID_2438,0.235
EID_6508,0.186
EID_10772,0.161
EID_6076,0.172
EID_3045,0.192
EID_24779,0.185
EID_12553,0.188
EID_24984,0.175
EID_17157,0.203
EID_11823,0.176
EID_4765,0.178
EID_16143,0.177
EID_19658,0.202
EID_12035,0.167
EID_3481,0.189
EID_12776,0.2
EID_21160,0.18
EID_11127,0.186
EID_11784,0.171
EID_17458,0.165
EID_15653,0.232
EID_25399,0.185
EID_8799,0.212
EID_14529,0.204
EID_19407,0.19
EID_8224,0.277
EID_21582,0.223
EID_14807,0.227
EID_17338,0.209
EID_10635,0.199
EID_16300,0.236
EID_5155,0.193
EID_11136,0.158
EID_7716,0.198
EID_13041,0.19
EID_1572,0.222
EID_2382,0.149
EID_4568,0.139
EID_25153,0.183
EID_20523,0.187
EID_2332,0.214
EID_6143,0.177
EID_19549,0.207
EID_24568,0.179
EID_23211,0.166
EID_2342,0.204
EID_2922,0.14
EID_6026,0.191
EID_10107,0.195
EID_14855,0.204
EID_18780,0.2
EID_10578,0.205
EID_3842,0.222
EID_10225,0.19
EID_15275,0.2
EID_10740,0.152
EID_9483,0.225
EID_11262,0.198
EID_24388,0.198
EID_19271,0.192
EID_15363,0.201
EID_16555,0.259
EID_7387,0.193
EID_2692,0.184
EID_19754,0.202
EID_10859,0.169
EID_16618,0.208
EID_1697,0.17
EID_3764,0.172
EID_4502,0.156
EID_19240,0.181
EID_22590,0.194
EID_14056,0.179
EID_20697,0.181
EID_2505,0.194
EID_23288,0.184
EID_23373,0.235
EID_18878,0.168
EID_11857,0.189
EID_25945,0.181
EID_18242,0.215
EID_22823,0.197
EID_5625,0.22
EID_6702,0.229
EID_24252,0.199
EID_12704,0.218
EID_1770,0.174
EID_10159,0.215
EID_3702,0.208
EID_2688,0.229
EID_19784,0.163
EID_3636,0.174
EID_14537,0.184
EID_4878,0.265
EID_10260,0.188
EID_5154,0.159
EID_21206,0.19
EID_15511,0.199
EID_8010,0.166
EID_6249,0.168
EID_7392,0.159
EID_18362,0.197
EID_14147,0.181
EID_24826,0.181
EID_10862,0.212
EID_3088,0.184
EID_2871,0.187
EID_22681,0.177
EID_3720,0.182
EID_21540,0.208
EID_3516,0.143
EID_10969,0.205
EID_11396,0.207
EID_11407,0.199
EID_19264,0.182
EID_12406,0.179
EID_19440,0.157
EID_22729,0.19
EID_21143,0.196
EID_19936,0.224
EID_13997,0.168
EID_15533,0.173
EID_22065,0.199
EID_6600,0.164
EID_15316,0.261
EID_10721,0.205
EID_20630,0.226
EID_17720,0.262
EID_7692,0.2
EID_25004,0.186
EID_1804,0.187
EID_25207,0.216
EID_7638,0.182
EID_8179,0.188
EID_23406,0.161
EID_19285,0.165
EID_15333,0.207
EID_9685,0.191
EID_15725,0.226
EID_8302,0.197
EID_10726,0.189
EID_6168,0.171
EID_16711,0.231
EID_24881,0.184
EID_15281,0.188
EID_17428,0.176
EID_2814,0.178
EID_8717,0.179
EID_4395,0.184
EID_22871,0.162
EID_22152,0.188
EID_23649,0.156
EID_24748,0.244
EID_25426,0.179
EID_13986,0.178
EID_19704,0.163
EID_15554,0.202
EID_23100,0.177
EID_25408,0.181
EID_15870,0.19
EID_4048,0.195
EID_12712,0.167
EID_1937,0.171
EID_14246,0.181
EID_2569,0.175
EID_6228,0.157
EID_21309,0.199
EID_16971,0.229
EID_25273,0.171
EID_8968,0.174
EID_21475,0.215
EID_1982,0.181
EID_23627,0.165
EID_14209,0.182
EID_22365,0.194
EID_21031,0.164
EID_16883,0.228
EID_15734,0.17
EID_20840,0.19
EID_20792,0.197
EID_2652,0.187
EID_3079,0.171
EID_1425,0.211
EID_17271,0.181
EID_22724,0.216
EID_23964,0.18
EID_9333,0.194
EID_12374,0.188
EID_25107,0.193
EID_22869,0.259
EID_18753,0.178
EID_16805,0.175
EID_19994,0.183
EID_3004,0.164
EID_12616,0.182
EID_6090,0.193
EID_3303,0.208
EID_9435,0.207
EID_1838,0.161
EID_15681,0.193
EID_17496,0.228
EID_8456,0.178
EID_23174,0.173
EID_8285,0.163
EID_6547,0.179
EID_23648,0.175
EID_7958,0.199
EID_19299,0.174
EID_8699,0.145
EID_14528,0.185
EID_23167,0.174
EID_25289,0.203
EID_12802,0.183
EID_15986,0.213
EID_3609,0.184
EID_2045,0.169
EID_1788,0.215
EID_22630,0.185
EID_10542,0.184
EID_13101,0.181
EID_5159,0.205
EID_18490,0.196
EID_25693,0.149
EID_20514,0.151
EID_3713,0.17
EID_11193,0.239
EID_6052,0.168
EID_6986,0.175
EID_9104,0.188
EID_23058,0.2
EID_3156,0.192
EID_17660,0.17
EID_17514,0.174
EID_15370,0.204
EID_12207,0.228
EID_7351,0.164
EID_24727,0.191
EID_6356,0.196
EID_15421,0.186
EID_11772,0.196
EID_14071,0.184
EID_16359,0.19
EID_16919,0.167
EID_21496,0.196
EID_10564,0.203
EID_3773,0.13
EID_9484,0.224
EID_13601,0.152
EID_13843,0.2
EID_8774,0.19
EID_7542,0.194
EID_3388,0.163
EID_17949,0.174
EID_1815,0.181
EID_10479,0.191
EID_10722,0.197
EID_3427,0.207
EID_18205,0.17
EID_21650,0.217
EID_23124,0.183
EID_4294,0.229
EID_13366,0.16
EID_13957,0.207
EID_3578,0.201
EID_24105,0.192
EID_13186,0.203
EID_24214,0.17
EID_17251,0.246
EID_23225,0.201
EID_2152,0.198
EID_10625,0.205
EID_2044,0.193
EID_7201,0.184
EID_2405,0.214
EID_22716,0.192
EID_22728,0.184
EID_21251,0.239
EID_6915,0.165
EID_14744,0.202
EID_15814,0.161
EID_6659,0.182
EID_10991,0.216
EID_6500,0.184
EID_19121,0.195
EID_6278,0.185
EID_13236,0.176
EID_5382,0.187
EID_6871,0.187
EID_5012,0.177
EID_1268,0.205
EID_6588,0.182
EID_22163,0.17
EID_11121,0.221
EID_22615,0.181
EID_7838,0.226
EID_3344,0.194
EID_25292,0.191
EID_10730,0.181
EID_10317,0.199
EID_13443,0.196
EID_10988,0.195
EID_23091,0.232
EID_1839,0.153
EID_13892,0.183
EID_1496,0.189
EID_15045,0.196
EID_3744,0.172
EID_13010,0.197
EID_9716,0.159
EID_2993,0.203
EID_23435,0.179
EID_8587,0.207
EID_22132,0.207
EID_21413,0.2
EID_11881,0.202
EID_19850,0.241
EID_18460,0.205
EID_17983,0.192
EID_14888,0.202
EID_14002,0.172
EID_13524,0.163
EID_4049,0.184
EID_6535,0.174
EID_10557,0.174
EID_1313,0.163
EID_12424,0.177
EID_8210,0.175
EID_22378,0.139
EID_19644,0.183
EID_8790,0.191
EID_5778,0.182
EID_23887,0.168
EID_16103,0.192
EID_20604,0.198
EID_17378,0.19
EID_5566,0.168
EID_24264,0.158
EID_7814,0.202
EID_1968,0.161
EID_10282,0.2
EID_13648,0.157
EID_22376,0.179
EID_3690,0.171
EID_17871,0.171
EID_19167,0.194
EID_5366,0.191
EID_16996,0.165
EID_1953,0.219
EID_8760,0.205
EID_20448,0.194
EID_15787,0.234
EID_18982,0.168
EID_4388,0.19
EID_22325,0.198
EID_10189,0.157
EID_21162,0.173
EID_1032,0.211
EID_12045,0.191
EID_18324,0.178
EID_15085,0.18
EID_21927,0.171
EID_13325,0.207
EID_17801,0.199
EID_7678,0.187
EID_17469,0.173
EID_14318,0.18
EID_16439,0.186
EID_2307,0.133
EID_20011,0.145
EID_19381,0.151
EID_14043,0.175
EID_14774,0.195
EID_22982,0.199
EID_19092,0.163
EID_13137,0.192
EID_5738,0.208
EID_19661,0.167
EID_22570,0.164
EID_16393,0.214
EID_4256,0.175
EID_17873,0.202
EID_13832,0.171
EID_17617,0.159
EID_3106,0.196
EID_6567,0.187
EID_4727,0.145
EID_14518,0.22
EID_1070,0.188
EID_19385,0.217
EID_20032,0.191
EID_11714,0.179
EID_23636,0.162
EID_1985,0.209
EID_5627,0.155
EID_15171,0.161
EID_8811,0.177
EID_2163,0.201
EID_8459,0.138
EID_18138,0.195
EID_17518,0.191
EID_17432,0.185
EID_25686,0.151
EID_2470,0.263
EID_16311,0.185
EID_6903,0.185
EID_11990,0.194
EID_23460,0.178
EID_25924,0.207
EID_13985,0.174
EID_5455,0.198
EID_13427,0.226
EID_24855,0.193
EID_15532,0.225
EID_8953,0.193
EID_22683,0.192
EID_22493,0.169
EID_1451,0.178
EID_20796,0.189
EID_17281,0.182
EID_7767,0.211
EID_20838,0.18
EID_17235,0.192
EID_21615,0.222
EID_6972,0.165
EID_13930,0.18
EID_4188,0.211
EID_11277,0.179
EID_18053,0.191
EID_11288,0.239
EID_1148,0.179
EID_19216,0.182
EID_7660,0.197
EID_22805,0.211
EID_11931,0.175
EID_16921,0.172
EID_4993,0.177
EID_18070,0.184
EID_15648,0.202
EID_11404,0.172
EID_14248,0.18
EID_15424,0.213
EID_8039,0.208
EID_7094,0.201
EID_13161,0.188
EID_9293,0.192
EID_4351,0.189
EID_17259,0.157
EID_2681,0.166
EID_22123,0.202
EID_8528,0.188
EID_11798,0.226
EID_20265,0.179
EID_21396,0.173
EID_12220,0.161
EID_25722,0.216
EID_21719,0.202
EID_3506,0.161
EID_2139,0.207
EID_6562,0.18
EID_4353,0.151
EID_24392,0.204
EID_11238,0.18
EID_20617,0.177
EID_21473,0.196
EID_16837,0.253
EID_1800,0.205
EID_25849,0.203
EID_9395,0.269
EID_2415,0.243
EID_9286,0.16
EID_5081,0.183
EID_22546,0.157
EID_11932,0.183
EID_16292,0.159
EID_17882,0.203
EID_20889,0.172
EID_10031,0.158
EID_21576,0.186
EID_8256,0.209
EID_2614,0.186
EID_2098,0.166
EID_10242,0.198
EID_21993,0.154
EID_22664,0.19
EID_1919,0.195
EID_11629,0.149
EID_6840,0.208
EID_25493,0.188
EID_14968,0.185
EID_25313,0.181
EID_8035,0.227
EID_8969,0.222
EID_15223,0.175
EID_6266,0.222
EID_8184,0.207
EID_19480,0.207
EID_19076,0.222
EID_16339,0.195
EID_7963,0.166
EID_17427,0.19
EID_12641,0.19
EID_4122,0.204
EID_23659,0.208
EID_13486,0.168
EID_18423,0.205
EID_2181,0.215
EID_25490,0.163
EID_9211,0.165
EID_5237,0.18
EID_2418,0.162
EID_17716,0.198
EID_13837,0.188
EID_2840,0.14
EID_13004,0.227
EID_14429,0.169
EID_18915,0.245
EID_22415,0.208
EID_4304,0.149
EID_10753,0.172
EID_22612,0.205
EID_1857,0.196
EID_3566,0.198
EID_8545,0.214
EID_21685,0.214
EID_9946,0.202
EID_20447,0.174
EID_3887,0.226
EID_8351,0.17
EID_23889,0.241
EID_8248,0.177
EID_16621,0.228
EID_25138,0.172
EID_10004,0.232
EID_5522,0.205
EID_23416,0.165
EID_14897,0.201
EID_10840,0.183
EID_21716,0.202
EID_18484,0.204
EID_7402,0.213
EID_24854,0.178
EID_1610,0.196
EID_17592,0.177
EID_22128,0.185
EID_17304,0.219
EID_1508,0.193
EID_20492,0.168
EID_2324,0.215
